No.,Text,Marah,Antisipasi,Jijik,Takut,Bahagia,Sedih,Terkejut,Percaya
2513,enaak! nanti kalo ke indo dan balik ke korea jangan lupa aku titip makanan yang paling enak ya!,0,0,0,0,1,0,0,0
887,Selamat Tahun Baru dan Selamat Pagi kepada mereka yang tetap masih single huhu,0,0,0,0,0,1,0,0
3313,"Kalo udah jalan-jalan ke tempat keluarga gini, kita dikasih makanan udah kek orang yang belum makan setahun.",0,0,0,0,1,0,0,0
3409,"Kamu gak capek apa? Setiap hari kita berantem terus, ada aja yang diperdebatkan""",1,0,0,0,0,0,0,0
2679,"Happy New Year, semoga di 2020 ini akan menjadi pribadi yang lebih baik lagi ",0,1,0,0,1,0,0,0
1034,"stay safe teman2 yang terkena musibah banjir, semoga lekas mereda dan membaik ",0,0,0,0,0,0,0,1
1837,"Terkadang, Tuhan membiarkan mereka yang membencimu menyakitimu, hanya agar mereka tahu bahwa tak ada yg mampu menjatuhkanmu.",0,0,0,0,0,0,0,1
4,Mengapa terkejut begitu?,0,0,0,0,0,0,1,0
3046,1. Sahabat sejati adalah mereka yang selalu menyayangi & melindungimu dengan tidak mempedulikan 'latar belakangmu',0,0,0,0,0,0,0,1
1689,Selamat pagi di tahun 2020 untuk kamu yang selalu dihati :'),0,0,0,0,1,0,0,1
2234,"Kuatkan aku tuhan, aku hanya ingin melihatnya ia BAHAGIA meski tanpa aku yang sangat menyayanginya :')",0,0,0,0,0,1,0,0
1295,Semangat semua yang ada di Jakarta dan sekitarnya. Stay safe everyone.,0,1,0,0,0,0,0,0
183,"Mutualku yang baru kenalan kuyyy,  kayaknya sih aku lebih tua. Aku Naila 98L,  kalian??? ",0,1,0,0,0,0,0,0
3368,Hahahahah. Doa yang baik baik ah yim! Kekgi boleh jemput mu makan nasik minyok aku,0,0,0,0,1,0,0,0
4051,Banjirnya separah itu ya? Stay safe semua yang kena banjir buat yang masih kejebak semoga cepet ditolongin,0,1,0,0,0,0,0,0
1109,"yang pasti baek2 semuaaa, Mas. Happy New Year, ya ",0,0,0,0,1,0,0,0
1459,heheh semangat gaes yang besok berangkat:))),0,1,0,0,1,0,0,0
1023,"Selamat tahun baru 2020, saatnya muhasabah untuk yang lbih baik lgi.",0,1,0,0,0,0,0,0
2919,"Ya allah jauhkan keluargaku dari setan setan yang mengganggu, baik dalam bentuk jin maupun dalam bentuk manusia ",0,1,0,0,0,0,0,0
1259,demi apa ini gua doang yang banjir? sedih amad :(,0,0,0,0,0,1,1,0
2294,"Selamat tahun baru, selamat menjalankan kisah yang baru, semoga kebaikan selalu berpihak pada kita.",0,1,0,0,0,0,0,0
1783,"teruntuk yang kemarin berdoa supaya tahun baru turun hujan, gausah ngeluh sekarang banjir anjing.",1,0,0,0,0,0,0,0
405,Semoga di tahun 2020 puspa menjadi istri yang lebih baik lagi dan dilimpahkan kesabaran yang banyak aamiin,0,1,0,0,0,0,0,1
1979,semoga hujan yang terus berlangsung smp saat ini jd berkah di 2020,0,1,0,0,1,0,0,0
1706,Makasih banyak yallah atas rezeki mu yang kadang gk di duga2,0,0,0,0,1,0,0,0
2896,Ada kesedihan yang tidak bisa terungkap  tapi harus tetap maju melangkah ke arah yang lebih baik be better,0,1,0,0,0,0,0,0
1565,"2020, semoga yang jatuh bisa bangkit.  @ikon_shxxbi",0,0,0,0,1,0,0,0
1029,Semoga Allah menggantikan rizki yang tertunda di 2019. Amiinn,0,0,0,0,0,0,0,1
2690,Hallo.. Selamat siang nabilahJKT48 Semangat ya Sekolahnya Belajar yang bner biar jadi anak yang sukses ^^ . From; AdityaRiicky,0,0,0,0,1,0,0,0
3853,Selamat tahun baru 2020 semuanya.. Semoga semakin menjadi pribadi yang baik lagi ya kita kedepannya ..,0,1,0,0,0,0,0,0
1170,"Aku bukan aku yang dulu, namun cintaku seperti dulu",0,0,0,0,1,0,0,1
592,"Percayalah, bukan pengkhianatan yang akan mengakhirkan kita, namun pertemanan abadi yang akan menemani kita hingga akhir hayat.",0,0,0,0,0,0,0,1
548,"Semua yang terjadi kepadamu kemarin, hari ini, dan esok hari adalah untuk kebaikakanmu .",0,0,0,0,0,0,0,1
286,"dearyou walaupun aku selalu jadi pihak yang DISAKITIN, aku ga kapok juga kok sayang sama kamu :)",0,0,0,0,0,1,0,1
2498,Air yang menetes dari mata aku ini tulus buat kamu tapi kamu ga peduli kan? :'),0,0,0,0,0,1,0,0
4074,Itu yang kangen ahok emang doi pawang banjir. Ayokkklahh. 2020 stop that fanboy fanboy shit.,0,0,1,0,0,0,0,0
3941,"Hi 2020 ! Semoga bertambah rezeki, hardworking, apa yang di idamkan tercapai dan stay single ",0,1,0,0,0,0,0,0
717,selamat tahun baru dari semoga orang baru yang lebih baik,0,1,0,0,1,0,0,0
4186,"Terima kasih Mita ku tersayang, semoga apa yang kamu semogakan bisa tersemogakan juga ya:)",0,1,0,0,1,0,0,0
4164,Bener2 baru hari ini ngerasain jalan kaki di banjir yang bukan cuman semata kaki. Tapi sepinggang gw weei,0,0,0,0,0,0,1,0
2526,Kadang yang dukung banget straight malah mencak mencak pas idola nya dating. Gimana nikah coba,0,0,1,0,0,0,0,0
3826,"Terimakasih buat kalian yang sudah mampir & belanja ke #SlashrockConcept & #SlashrockMansion ,sampai berjumpa besok",0,0,0,0,1,0,0,0
3904,"terimakasih 2019 atas dosa yang diberikan, tanpa dosa kita tidak bisa lebih dewasa.    hiya hiya hiya",0,0,0,0,0,0,0,1
4017,Terima kasih pak @aniesbaswedan udah ngasih pengalaman yang seru utk pertama kalinya ngerasain banjir di Jakarta..,0,0,0,0,1,0,0,0
2359,"mungkin tahun ini bakal jadi tahun yang berat, tapi, semoga Allah bisa memberi kekuatan untuk hambanya ini.. Aamiin",0,1,0,0,0,0,0,1
3478,"Itu gimana ya yang pada mobilnya kena air. Sedih deh liatnya, sabar ya...",0,0,0,0,0,1,0,0
2238,Tiba tiba muntah dan berujung disuntik. Awalan tahun yang haseuuuum,0,0,1,0,0,0,0,0
1620,Pemimpin bekasi nih... peduli sama warganya ga yang kebanjiran...,1,0,1,0,0,0,0,0
96,"kalian yang tinggal di Jakarta dan sekitarnya, stay safe yaaaa! semoga banjirnya lekas surut",0,1,0,0,0,0,0,1
3325,"happy new year gar semoga kedepannya bisa jd yang lebih baik lagi, banyak duit, bisa lrp ga nolep",0,1,0,0,0,0,0,0
1528,"Semoga di tahun ini bisa menjadi pribadi yang lebih baik lagi,amin.",0,1,0,0,0,0,0,1
430,bangga Jadi COmate.. Bangga juga punya coboyjr yang selalu powerfull dan energik.. Bangga deh punya kalian..,0,0,0,0,1,0,0,0
2159,"Bismillah, 2020. Apapun yang akan terjadi nanti, kuat-kuat",0,1,0,0,0,0,0,0
2576,Sukaaaaaaaaaaa banget!!! Finally ardan pacaran  si kaku yang susah bet jatuh cinta,0,0,0,0,1,0,0,0
837,terimakasih kalian2 yang ikut berperan dalam kesedihan dan kebahagiaanku di tahun 2019,0,0,0,0,1,0,0,0
2128,"Awal tahun yang menyenangkan ,aku bisa rebahan 24 jam",0,0,0,0,1,0,0,0
725,Untuk pertama kali ngalamin banjir. Semoga jadi yang terakhir!,0,0,0,0,0,0,0,1
832,Maafin aku yang gak bisa maafin kamu ya :(,0,0,0,0,0,1,0,0
1218,Semoga semoga semoga dan banyak semoga lainnya yang dipanjatkan hari ini kepadamu.,0,0,0,0,0,0,0,1
3622,"Entahlah, sihir apa yang kau gunakan.Fokusku hanya tertuju padamu~ SJ ♡♡ :^)",0,0,0,0,1,0,0,1
2104,"Untuk mu yang sedang berjuang, semoga segala angan dan keinginan bisa tercapai",0,0,0,0,0,0,0,1
2975,gausa reply aku males :( ya kalo ada yang mau nge rep juga sih,1,0,0,0,0,0,0,0
2383,Aku ingin menjadi pribadi yang lebih kuat. Bismillah. #2020willbebetter,0,1,0,0,0,0,0,0
1838,"Semoga yang baik baik datang untuk 2020, terima kasih 2019 & Assalamualaikum 2020!",0,1,0,0,1,0,0,0
332,"""Mungkin aku tidak diperhitungkan. Tapi aku senang bersama dengan orang yang sangat bersemangat."" (Happy)",0,0,0,0,1,0,0,0
2365,2020 semoga diriku dan keluargaku selalu diberikan kesehatan dan siap mendapat kejutan yang luar biasa,0,1,0,0,0,0,0,0
482,"Terima kasih 2019, Tahun yang baru selalu punya harapan sendiri mari berteman baik dengan segala cinta dan bahagia.",0,1,0,0,1,0,0,0
3947,"doaku pagi ini,semoga yang belom tercapai di 2019 bisa tercapai di 2020 semangat ",0,1,0,0,0,0,0,0
2529,"Ujan hampir seharian, insyaallah aman sob, semoga daerah atas ga ada yang longsor",0,1,0,0,0,0,0,0
1068,Karena masih banyak wilayah yang masih terendam jadi dipadamkan listriknya :(,0,0,0,0,0,1,0,0
2147,Tahun yang baru bersama orang yang sama. Masih sayang seperti hari pertama.,0,0,0,0,0,0,0,1
1653,Mengawali tahun baru 2020 dengan resolusi yang biasa2 sajaaa.,0,1,0,0,0,0,0,0
1865,Iya vilnus 1. Perum pertama yang pasti banjir setelah permai. Semoga temen maneh ada yg evakuasi,0,1,0,0,0,0,0,0
3282,"Halo, aku boleh ga pinjem catetan kamu, soal nya tulisan kamu yang paling bagus, :))",0,0,0,0,0,0,0,1
515,"Terimakasih 2019, terimakasih untuk semua suka duka nya. Welcome 2020 semoga menjadi tahun yang indah",0,1,0,0,1,0,0,0
2552,"apakah kau tak menyesal bila mencintaiku,karena aku bukanlah orang yang sempurna yang selalu banyak melakukan kesalahan.",0,0,0,0,0,1,0,0
2778,2020 semoga lebih baik. Makin konsisten usahain apa yang diinginkan. Dah gitu aja,0,1,0,0,0,0,0,0
801,Bismillah ya Allah semoga ini menjadi jalanku yang baru.,0,0,0,0,0,0,0,1
2441,Semoga permasalahan #Banjir ini dapat segera ditemukan penyelesaian yang terbaik.,0,1,0,0,0,0,0,0
3931,2020 semoga menjadi di salah satu barisan orang orang yang beruntung di akhir zaman ini,0,1,0,0,0,0,0,0
1482,Betapa beruntungnya saya memiliki sesuatu yang membuat ku begitu sulit mengucapkan selamat tinggal...,0,0,0,0,1,0,0,1
2464,"Daritadi pesen grebfut gak ada yang ambil, sedih bgt :((((",0,0,0,0,0,1,0,0
429,"Semangat kak, semoga beliau cepet pulih dan selalu diberikan kesehatan, diberikan rezeki yang melimpah juga",0,1,0,0,0,0,0,1
1436,Tahun ini semoga bisa lebih baik dan apa yang terbaik bisa tercapai aamiin,0,1,0,0,1,0,0,0
3142,pagi2 tahun baru udah dibikin emosi sama anak kosan yang mentalnya suka menyalahkan orang lain,1,0,0,0,0,0,0,0
3255,"Ijin menambahkan, bahasanya yang rada 'kasar' juga 'KATANYA' jelek sebagai pemimpin, eh gatau deh ",0,0,1,0,0,0,0,0
2895,"Cuma tiga cinta yang tdk akan pernah berakhir: cinta ibu pd anaknya,cinta fitri dan cintaku padamu.",0,0,0,0,0,0,0,1
607,Happy new year semua!! Semuga yang best best untuk kita!!!,0,1,0,0,1,0,0,0
911,"Aman nder, aku takut sama yang tajem tajem soalnya",0,0,0,1,0,0,0,0
150,Ngga ko!! Aku seneng bgt kalo ada yang suka jbjb :'),0,0,0,0,1,0,0,0
323,"“Biarkan saja dia yang telah lepas pergi Terhempas, jangan lagi kau kejar sebab dia bukan layang-layang”",0,0,0,0,0,1,0,0
1057,Semoga mobil mobil yang hanyut adalah mobil mobil yang tidak bayar pajak.,1,0,1,0,0,0,0,0
3590,"Aku nggak tahu kamu itu kaya gimana, yang aku tahu cuma kamu itu tercipta buat aku cintai",0,0,0,0,1,0,0,1
741,"Awal 2020 . Semoga yang terkena banjir, airnya segera surut",0,1,0,0,0,0,0,1
3711,2020 saya doakan orang2 yang saya sayang panjang umur dan dimurahkan rezeki dan dapat capai apa yang nak dicapai,0,1,0,0,0,0,0,0
1622,Sedih ini cuma bisa dipendam sendiri :) ini hal yang menyakitkan~,0,0,0,0,0,1,0,0
608,Dari pagi TL isinya terlalu serem... Semoga ga ada korban jiwa dan kerugian yang berarti...,0,0,0,1,0,1,0,0
3774,Temen temen ku yang rumahnya kena banjir semangat yaa! Semoga cepet surut banjirnya dan ga ada yang kenapa kenapa,0,1,0,0,0,0,0,0
652,"Siapa yang naksir coba, noona? Ga ada :(",0,0,0,0,0,1,0,0
2041,"Terimakasih 2019, aku berharap menjadi sosok yang lebih kuat ditahun 2020",0,1,0,0,0,0,0,0
2092,Rumah yang selalu kering kena banjir selutut.. panik mambo masyarakat...,0,0,0,1,0,0,0,0
4198,"Hey nder, hidupmu bukan tentang nilai, tetap semangat di hidupmu, semoga yang kau inginkan terkabulkan",0,1,0,0,0,0,0,0
4108,"semoga semua yang disemogakan dipermudah tepat pada waktu dan tempat saya persilahkan, monggo 2020.",0,1,0,0,0,0,0,0
1958,Sedih nya ttuu aku ga punya mutualan anak 2vvish  ga ada yang mau angkut aku gituu #2020x2wish,0,0,0,0,0,1,0,0
34,"Aku lagi di tempat temen, sinyal yang bener cuman telkomsel, sisanya susah banget ",1,0,0,0,0,0,0,0
2040,Semoga #Banjir yang terjadi di Jakarta dan daerah sekitarnya lekas surut,0,1,0,0,0,0,0,0
4126,1 kesalahan dapat menghancurkan segalanya. Dan seseorang yang sungguh mencintaimu pasti memberimu kesempatan ke-2.,0,0,0,0,0,0,0,1
1103,Suka banget sama orang yang kalo pertama kali kenal udah bisa bikin ketawa,0,0,0,0,1,0,0,0
1292,Ini emang enak banget daripada yang asli T ^ T,0,0,0,0,1,0,0,0
192,"Bagi suami, ada rasa bangga dan bahagia istrinya menyusui anak kandungnya. Itu mungkin yang tidak mereka sadari.",0,0,0,0,1,0,0,0
4165,semoga banjir segera surut.. .. males ngebacot ntnin twitnya hans aja biar hans yang bicara,0,1,1,0,0,0,0,0
3843,"So ya! 2020,semoga tiada lagi tangisan air mata yang jatuh untuk insan yang tak reti menghargai",0,1,0,0,0,0,0,0
1296,"Stay safe teman-temanku yang terkena banjir, semoga tetap terus dalam lindungan-Nya.",0,1,0,0,0,0,0,1
2553,Banjir dimana-mana dan banyak yg bilang uler pada berkeluaran. Itu yang aku takutin:(,0,0,0,1,0,0,0,0
3958,Ya Allah berikanlah rizki halal seperti hujan yang tak putus-putus dipergantian tahun ini. Amin.,0,1,0,0,0,0,0,0
3396,"Apapun yang terjadi nanti, i'll still support you kak. Believe me!",0,0,0,0,0,0,0,1
3231,ah mls deh rameeee. ntar kalo salah aku yang kena sksjushdv mending kita sarapan,0,0,1,0,0,0,0,0
2457,"selamat pagi 2020, jadilah pendengar yang baik, bukan tukang julid yang baik",0,1,0,0,0,0,0,0
453,Allah selamatkan aku. Allah selamatkan kamu. Allah selamatkan kita. Allah selamatkan kita dari wajah-wajah yang salah.,0,0,0,1,0,0,0,1
1595,Mo bakar dupa yang kebakar malah rambut saya. gablak,1,0,0,0,0,0,0,0
1290,Stay safe ya kaaakk semoga gaada yang kenapa2 dan cepet2 dateng bantuan,0,1,0,0,0,0,0,1
2162,Semoga yang di landa banjir di beri keselamatan dan banjirnya segera surut . Aamiin,0,1,0,0,0,0,0,0
3549,"""Selamat kembali ke bandung yang tidak seestetik korea, Erin"" -temen sekosan ku, 2020.",0,0,0,0,1,0,0,0
2023,stay safe ya tementemen aing yang di Jakarta :((,0,0,0,0,0,0,0,1
3024,Hari ini di buka dengan senyuman dia yang sedang bersama siapapun itu. Sedikit sakit tapi harus menerima.,0,0,0,0,0,1,0,0
4020,"Memang benar, hanya Allah yang senantiasa menepati janjiNya. Ia tak pernah ingkar dengan semua pernyataanNya.",0,0,0,0,0,0,0,1
1934,"HAHAHA lucu banget neneknyaa, pls kalo nenek kamu nanya nanya terus jelasin yang sabar ya",0,0,0,0,1,0,0,0
3466,"baru bm,tapi kok yang dibm in yaaa pete jengkol,gatau lagi laaa:(",0,0,0,0,0,1,0,0
4077,Happy new year's day semoga di tahun baru ini kita srmua mendapatkan keberkahan dari tuhan yang maha kuasa,0,1,0,0,0,0,0,0
589,Terharuuu banyak yang nunggu2 kehadiran kita huhu. Semangat gaiss!!! @VODCAZTEAMS,0,0,0,0,1,0,0,0
2320,Tetaplah memuji Tuhan bahkan ketika kamu tidak mengerti apa yang Dia sedang lakukan padamu,0,0,0,0,0,0,0,1
1448,"#. Kasian yang kena banjir, please stay safe ol",0,0,0,0,0,1,0,1
2161,"Untuk sepersekian kali kesempatan yang di beri ,terima kasih.",0,0,0,0,1,0,0,0
2661,"Selamat ya eve, akhirnya saudara saya ada yang jagain, mares tolong jagain eve ya",0,0,0,0,1,0,0,1
1716,Karena yang ku tau hanya cara mencintaimu dan mengenang kita bukan membencimu dan berpisah.,0,0,0,0,1,0,0,1
2907,Dia gatau aja gimana rasanya susah buat move on dan ngelepasin orang yang kita sayang. Tolol,1,0,0,0,0,0,0,0
941,Semoga saya di persatukan lagi dengan orang2 yang mau meneraktir saya,0,1,0,0,0,0,0,0
2910,"ini yang udah ributin rumor dispek ampe alay kalo rumornya salah gua ketawain ye lu pada, siap lu pada",0,0,1,0,0,0,0,0
1403,Semoga yang suka buang sampah ke kali segera disadarkan.,1,0,1,0,0,0,0,0
3764,"Semoga dilancarkan terus rejekinya, dimudahkan segala urusannya dan apa yang diinginkan bisa tercapai ya kak",0,1,0,0,0,0,0,0
2398,"2020 buat apa saja yang terbaik, kurangi berharap dan lebih rajin nabung.",0,1,0,0,0,0,0,0
3578,"menutup halaman terakhir dari kisah yang begitu banyak. terimakasih 2019, kamu benar benar berkesan.",0,0,0,0,1,0,0,0
1297,Semoga di tahun yang baru ini kita semua dijauhkan dari segala marabahaya. Amin,0,1,0,0,0,0,0,1
1863,iyaaa sama sama unnie! bukannya yang dijadiin temen yang cute ya? happy new year juga!,0,0,0,0,1,0,0,0
1642,semoga yang meluap segara surut dan yang rindu tidak hanyut terlalu jauh,0,1,0,0,0,0,0,0
2063,"Biarpun menjengkelkan, dia tetaplah ibu yang selalu menyayangiku",0,0,0,0,1,0,0,1
745,stay safe everyone!!! yang d jkt dskt,0,1,0,0,0,0,0,1
2043,"Tuhan, berikan perlindungan pada diri hamba dan diri orang-orang yang selalu menyayangi hamba",0,0,0,0,0,0,0,1
3719,Temen gue yang suka ngaret aja gue kadang sebel. Apalagi ini udah janji terus tiba2 ngilang,1,0,1,0,0,0,0,0
199,happy new year juga chér sayang. tetep jomblol aja mending yang penting ikhlas.,0,0,0,0,1,0,0,0
3326,"2020?semoga saya bisa belajar menjadi orang yang tau diri dan penuh dengan kehokian, sabi",0,1,0,0,0,0,0,0
2348,Semoga tahun ini menjadi tahun yang baik buat semua dan semoga aku bs dapet kerja,0,1,0,0,0,0,0,0
3465,Hadirmu serupa senja menebar segala keindahan dengan Jingga yang memesona lalu tiba-tiba pergi tanpa ada kalimat perpisahan,0,0,0,0,1,0,0,1
3235,terkadang orang yang tak pernah kita pandanglah yang ternyata setia mendengar keluh kesah kita ##TweetSederhana,0,0,0,0,0,0,0,1
3008,"2020 semoga dijauhkan dari orang yang cari muka, sok*an baik taunya korek* info buat bahan ghibah",0,1,0,0,0,0,0,0
2358,"2020: semoga yang diusahakan tercapai, yang dikejar bersambut. Selamat tahun baru!",0,1,0,0,1,0,0,0
3705,"Amiin, semoga ga ada masalah apapun yang berarti di tahun 2020. bahagia terus ital juga ",0,1,0,0,0,0,0,0
3738,boleh dm linknya gaa? gabut pengen nonton film tapi ga punya link yang lain :(,0,0,0,0,0,1,0,0
803,"allah akan memberikan yang kita butuhkan, bukan yang kita inginkan.",0,0,0,0,0,0,0,1
669,apaaa yang salah sama kita emang?! :((,0,0,0,0,0,1,1,0
880,Menunggu dan membuat orang lain menunggu adalah hal yang kubenci,0,0,1,0,0,0,0,0
2349,"Semangat kawan-kawan yang terdampak banjir, semoga lekas dipulihkan dan dapat beraktivitas normal kembali secepatnya",0,1,0,0,0,0,0,0
471,"Awal tahun dikasih banjir. Bersyukur aja, masih mending dikasih banjir. Daripada yang lain?",0,0,0,0,0,0,0,1
3987,Semoga Banjir segera surut. .. Ada yang inget banjir Bojonegoro 2007? Tahun baru juga kan ya?,0,0,0,1,0,0,0,0
1430,Terimakasih teruntuk tahun 2019 yang begitu banyak memberikan pelajaran berharga dalam hidup.,0,0,0,0,1,0,0,0
2373,"Resolusi tahun 2020, yang dicita- citakan tercapai semua. Aminn !!!",0,1,0,0,0,0,0,0
1848,"Yang di jakarta yang rumahnya kena banjir stay safe yaaa, semoga banjir di jakarta cepat mereda. Aamiin ",0,1,0,0,0,0,0,1
3605,Terimakasih 2019 yg penuh konflik dan drama kehidupan semoga di 2020  dapat berbagi kebahagian dengan orang yang di sayang,0,1,1,0,1,0,0,0
1041,semangat yang rumahnya banjir! aku doain cepet surut ya,0,1,0,0,0,0,0,1
1115,Soalnya di timur juga banyak yang kena.  Alhamdulillah  tempat ku gak kena,0,0,0,1,1,0,0,0
1105,yang rumah nya kena banjir atau matilampu tetep hatihatii yaa!,0,1,0,0,0,0,0,1
406,"Pak @aniesbaswedan tolong diatasi banjir Jakarta, kasihan mereka yang harus bekerja di saat2 seperti ini.",0,0,0,0,0,1,0,0
2458,"Teganya kamu melupakanku yang bersemangat menunggu.. Jika berusaha, kita pasti bisa, kan? Setidaknya bagimu.. -Miku",0,0,0,0,0,1,0,0
366,"aku tak punya rumah aku tak punya harta, yang kupunya hanyalah hati yang setia tulus padamu ",0,0,0,0,1,0,0,1
2963,rasanya mau narik mereka - mereka yang precious kesini tapi takut gagal jadi classy argh.,0,0,0,1,0,0,0,0
3418,Aduh salah paham semua malah jadi brantem wkwk yang satu bahas apa yang satu bahas apa wkwk,0,0,1,0,0,0,0,0
2331,"Happy bidey buat munnya bangsa, semoga apa yang disemogakan tercapai yhaaa ",0,0,0,0,1,0,0,0
542,"malam taun baru yang tenang sekali, saya bisa tidur dengan nyenyak, terimakasih hujan",0,0,0,0,1,0,0,0
2582,"Oo ini orangnya dark jokes yang gak lucu, dan saya benci sekali klo dia ada di home youtube saya",0,0,1,0,0,0,0,0
1672,Semoga selalu dikelilingi dengan orang orang yang baik hatinya.,0,1,0,0,1,0,0,0
3594,kalo risih jijik benci kenapa masih pura pura baik sama aku? apa aku dulu yang harus jahatin?,1,0,1,0,0,0,0,0
1681,Ah aku yang manis ini gabisa berkata manis :(,0,0,0,0,0,1,0,0
3672,"Di jurusanku gaada  tapi soon angkatan aku insyaAllah ada soalnya banyak yang dipercepat, tapi gatau sih ya ",0,1,0,0,0,0,0,0
1715,"Terserah mau bilang apa tentang diriku, aku tak peduli. Karena yang jelas aku TIDAK dihidupi oleh kalian",1,0,1,0,0,0,0,0
2942,"Gw masih nungguin, siapa lagi yang kali ini disalahkan atau permainan kata apa yang dikeluarkan ",0,1,0,0,0,0,0,0
3366,"dia aja geter sama ketampanannya, apalagi aku yang lemah hati lemah jiwa?!!!",0,0,0,0,1,0,0,0
3730,Semoga semua yang aku semogakan dan aku panjatkan dalam setiap doa terkabul di tahun ini.. Aamiin,0,1,0,0,0,0,0,0
3573,Sedih bila teringat banyak benda bodoh dan silap yang aku pernah buat. Salah silap dengan orang lagi,0,0,1,0,0,1,0,0
1277,Selamt pagi selamat hari rabu di tahun baru yang di awali dengan hujan deras,0,0,0,0,1,0,0,0
2072,Semoga selalu dikasih yang terbaik sama Allah. Aamiin. Dah itu aja,0,1,0,0,0,0,0,0
2993,"Sumpah pacar aku alaaaay ngga pantes cewe lain milikin dia soalnya alay. Aku aja yang ambil, udah.",0,0,1,0,0,0,0,0
3371,"Wish u dapat kerjaan yang berkah yaa di thn 2020, sukses selalu yaaa kamu",0,1,0,0,0,0,0,0
3788,"Hari ini aku akan lebih tegas mengabaikan orang yang mengabaikanku, dan lebih membahagiakan mereka yang mencintaiku",0,1,0,0,0,0,0,0
378,"2020 lebih tegas lagi, ada yang berani ngusik kehidupan saya. Ayo kita ngadu kaleci",0,1,0,0,0,0,0,0
1584,2020 semoga masih bertahan dengan kamu yang aku temui di 2019 .,0,1,0,0,0,0,0,0
